institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
caisse-d-epargne-provence-alpes-corse,Caisse d Epargne Provence Alpes Corse,CEPAFRPP131,LIVE,FR,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caisse-d-epargne-rhone-alpes,Caisse d Epargne Rhône Alpes,CEPAFRPP382,LIVE,FR,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-central-de-credito-agricola-mutuo,"Caixa Central De Credito Agricola Mutuo, CRL",CCCMPTPL,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-central-de-credito-agricola-mutuo-sandbox,"Caixa Central De Credito Agricola Mutuo, CRL - Sandbox",CCCMPTPL,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-da-chamusca,"Caixa De Credito Agricola Mutuo Da Chamusca, CRL",CCCHPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-da-chamusca-sandbox,"Caixa De Credito Agricola Mutuo Da Chamusca, CRL",CCCHPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-bombarral,"Caixa De Credito Agricola Mutuo De Bombarral, CRL",CERTPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-bombarral-sandbox,"Caixa De Credito Agricola Mutuo De Bombarral, CRL - Sandbox",CERTPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-leriria-crl,"Caixa De Credito Agricola Mutuo De Leiria, CRL",CDCTPTP2XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-leriria-crl-sandbox,"Caixa De Credito Agricola Mutuo De Leiria, CRL - Sandbox",CDCTPTP2XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-mafra,"Caixa De Credito Agricola Mutuo De Mafra, CRL",CDOTPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-mafra-sandbox,"Caixa De Credito Agricola Mutuo De Mafra, CRL -Sandbox",CDOTPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-torres-vedras,"Caixa De Credito Agricola Mutuo De Torres Vedras, CRL",CTIUPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-de-credito-agricola-mutuo-de-torres-vedras-sandbox,"Caixa De Credito Agricola Mutuo De Torres Vedras, CRL -Sandbox",CTIUPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-economica-da-misericordia-de-angra-do-heroismo,"Caixa Economica Da Misericordia De Angra Do Heroisma, CRL",CEMAPTP2XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-economica-da-misericordia-de-angra-do-heroismo-sandbox,"Caixa Economica Da Misericordia De Angra Do Heroisma, CRL -Sandbox",CEMAPTP2XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-economica-montepio-geral,Caixa Economica Montepio Geral,MPIOPTPLXXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-economica-montepio-geral-sandbox,Caixa Economica Montepio Geral -Sandbox,MPIOPTPLXXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-geral-de-depositos,Caixa Geral De Depositos SA,CGDIPTPL,LIVE,PT,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa-geral-de-depositos-france,CAIXA GERAL DE DEPOSITOS FRANCE,CGDIFRPPXXX,LIVE,FR,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-geral-de-depositos-france-sandbox,CAIXA GERAL DE DEPOSITOS FRANCE SANDBOX,CGDIFRPPXXX,SANDBOX,FR,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
caixa-geral-de-depositos-sandbox,Caixa Geral De Depositos SA -Sandbox,CGDIPTPL,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
caixa_almenara,Caixa Rural de Almenara,CCRIES2A095,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_rural_altea,Caixa Rural Altea,CCRIES2A045,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_rural_burriana,Caixa Rural Burriana,CCRIES2A112,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_rural_nules,Caixa Rural Nules,CCRIES2A135,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_sant_vicent,Caixa Rural San Vicent Ferrer de Vall d'Uixó,CCRIES2A102,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_torrent,Caixa Rural Torrent,CCRIES2A118,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_vila_real,Caixa Rural de Vila-real,CCRIES2A110,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_vilafames,Caixa Rural Vilafamés,CCRIES2A165,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_vilavell,Caixa Rural Vilavella,CCRIES2A160,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixa_xilxes,Caixa Rural Xilxes,CCRIES2A157,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixaalqueries,Caixaalqueries,CCRIES2A119,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixabank,Caixa Bank,CAIXESBBXXX,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixacallosa,Caixacallosa,CCRIES2A105,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixapetrer,Caixapetrer,CCRIES2A029,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caixaturis,Caixaturís,CCRIES2A123,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caja_rural_de_alginet,Caixa Rural d'Alginet,CCRIES2A179,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caja_rural_de_cheste,Caja Rural de Cheste,CCRIES2A121,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
caja_rural_de_villar,Caja Rural de Villar,CCRIES2A152,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cajamar_caja_rural,Cajamar Caja Rural,CCRIES2AXXX,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
campo-di-trens,RAIFFEISENKASSE FREIENFELD CASSA RAIFFEISEN CAMPO DI TRENS,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
capitalone_uk,Capital One,BOFSGB21126,LIVE,GB,,true,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
capitalone_uk-sandbox,Capital One UK Sandbox,BOFSGB21126,SANDBOX,GB,,true,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
capitalontap,Capital On Tap,CTAPGB22XXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cashplus,Zempler Bank (Formerly Cashplus),NWBKGB2L,LIVE,GB,,true,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cashplus-sandbox,Zempler Bank Sandbox,NWBKGB2L,SANDBOX,GB,,true,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cassa_risparmio_bolzano,Cassa di Risparmio di Bolzano,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cassalombarda_it,Cassa Lombarda,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cassasovvenzioni_it,Cassa di Sovvenzioni e Risparmio,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
castelrotto-ortisei,RAIFFEISENKASSE KASTELRUTH-ST ULRICH CASSA RAIFFEISEN CASTELROTTO-ORTISEI,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
caterallen,Cater Allen,CATEGB21XXX,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cbc_belgium,CBC Belgium,CREGBEBBTGT,LIVE,BE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
chase_uk,Chase UK,CHASGB2LXXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
chelseabuildingsociety,Chelsea Building Society,CHELGB21XXX,LIVE,GB,,true,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cic,Crédit Industriel et Commercial,CMCIFRPPXXX,LIVE,FR,,true,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cic-sandbox,Crédit Industriel et Commercial Sandbox,CMCIFRPPXXX,SANDBOX,FR,,true,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
clanq_de,Clanq,PSSTFRPPPAR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
cmm-grand-ouest,CMM Grand Ouest,CCBPFRPPNAN,LIVE,FR,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cmm-littoral-du-sud-ouest,CMM Littoral du Sud Ouest,CCBPFRPP169,LIVE,FR,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cofidis,Cofidis,CFFIPTP1XXX,LIVE,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cofidis-sandbox,Cofidis -Sandbox,CFFIPTP1XXX,SANDBOX,PT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
colonya,Colonya Caixa Pollença,CECAESMM056,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
comdirectbank,Comdirect bank AG,COBADEHDXXX,LIVE,DE,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No
commerzbank,Commerzbank AG,COBADEFFXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
commerzbank-sandbox,Commerzbank AG Sandbox,COBADEFFXXX,SANDBOX,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
consorsbank,Consorsbank by BNP PARIBAS,CSDBDE7NXXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
coop-sandbox_dk,Coop Bank Sandbox,FDDDDK21,SANDBOX,DK,coop-sandbox_dk,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
coop_dk,Coop Bank,FDDDDK21,LIVE,DK,coop_dk,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
cooperative-personal,Cooperative Personal,CPBKGB22XXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cooperative-smile,Cooperative Smile,CPBKGB22XXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cooperativebank,Cooperative Bank (Business),CPBKGB22XXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cooperativebank-sandbox,Cooperative Bank Sandbox,CPBKGB22XXX,SANDBOX,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
courtois-sandbox,Courtois Bank Sandbox,COURFR2TXXX,SANDBOX,FR,credit-du-nord,true,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
coutts,Coutts & Company,COUTGB22XXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
coutts-clearspend,Coutts ClearSpend,,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_albal,Caja Rural de Albal,BCOEESMM150,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_algemesi,Caja Rural de Algemesi,BCOEESMM117,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_asturias,Caja Rural de Asturias,BCOEESMM059,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_bcc_alta_vallagarinabesenello,"Cassa Rurale Alta Vallagarina di Besenello, Calliano, Nomi, Volano Banca di Credito Cooperativo-Società cooperatva",,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_alta_valsugana,Cassa Rurale di Ledro - Banca di Credito Cooperativo - Società coop.,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_alto_garda,Cassa Rurale Alto Garda Banca di Credito Cooperativo,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_artigiana_locorotondo,Banca di Credito Cooperativo di Locorotondo - Cassa Rurale ed Artigiana - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_artigianafriuli_venezia_giulia,Credito Cooperativo - Cassa Rurale ed Artigiana del Friuli Venezia Giulia - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_battipaglia_montecorvino_rovella,Cassa Rurale ed Artigiana - Banca di Credito Cooperativo di Battipaglia e Montecorvino Rovella - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_binasco,Cassa Rurale ed Artigiana di Binasco - Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_cantu,Cassa Rurale ed Artigiana di Cantu' Banca di Credito Cooperativo - Società cooperativa a responsabilità limitata,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_della_bassa_valsugana,Cassa Rurale Valsugana e Tesino - Banca di Credito Cooperativo -  Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_dolomitifassa_primiero_belluno,Cassa Rurale Dolomiti di Fassa Primiero e Belluno B.C.C.,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_ed_artigianaboves,Cassa Rurale ed Artigiana di Boves - Banca di Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_ed_artigianacortina_ampezzo,Cassa Rurale ed Artigiana di Cortina d'Ampezzo e delle Dolomiti - Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_erchie_br,Credito Cooperativo Cassa Rurale ed Artigiana di Erchie BR  - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_ledro,Cassa Rurale Vallagarina - Banca di Credito Cooperativo di Treviglio - Societa' Cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_novella_e_alta_anaunia,Cassa Rurale Novella e Alta Anaunia Banca di Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_paliano,Credito Cooperativo - Cassa Rurale ed Artigiana di Paliano (Frosinone) - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_renon,Cassa Rurale Renon Societa' Cooperativa - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_rivarolo_mantovano,Cassa Rurale ed Artigiana di Rivarolo Mantovano (Mantova)- Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_bcc_rotaliana_giovo,Cassa Rurale Rotaliana e Giovo BCC Società Cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_trento,Cassa Rurale di Trento Banca di Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_valfiemme,Banca di Credito Cooperativo Cassa Rurale di Val di Fiemme,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_vallagarina,CR Adamello Giudicarie Valsabbia Paganella,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_valnon,Cassa Rurale Val di Non BCC Soc. Coop.,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcc_valsole,Cassa Rurale Val di Sole - Banca di Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
cr_bcccastellana_grotte,Cassa Rurale ed Artigiana di Castellana Grotte - Credito Cooperativo - Società cooperativa,,LIVE,IT,,true,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
cr_caixapopular,Caixa Popular,BCOEESMM159,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_cajaviva,CajaViva,BCOEESMM060,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_casasibanez,Caja Rural de Casas Ibanez,BCOEESMM127,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_caxiaruralgalega,Caja Rural Galega,BCOEESMM070,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_delsur,Caja Rural del Sur,BCOEESMM187,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_extremadura,Caja rural de Extremadura,BCOEESMM009,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
cr_gijon,Caja Rural de Gijón,BCOEESMM007,LIVE,ES,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
