institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
raiba-gretha,Raiffeisenbank Altmühl-Jura eG,GENODEF1GDG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-grimma,Raiffeisenbank Grimma eG,GENODEF1GMR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-hoechberg,Raiffeisenbank Höchberg eG,GENODEF1HBG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-idafehn,Raiffeisenbank Strücklingen- Idafehn eG,GENODEF1ORF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-kaarst,Raiffeisenbank Kaarst eG,GENODED1KAA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-ke-oa,VR Bank Kempten-Oberallgäu eG,GENODEF1SFO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-kms,Raiffeisenbank Küps-Mitwitz-Stockheim eG,GENODEF1KC2,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-mittenwald,Raiffeisenbank Mittenwald eG,GENODEF1MTW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-msp,Raiffeisenbank Main-Spessart eG,GENODEF1GEM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-ndwa,Raiffeisenbank Niederwallmenach eG,GENODE51NWA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-neumarkt-opf,Raiffeisenbank Neumarkt i.d.OPf. eG,GENODEF1NM1,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-neustadt,Raiffeisenbank Neustadt eG,GENODED1ASN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-oberland,Raiffeisenbank Oberland eG,GENODEF1MGA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-pfaffenwinkel,Raiffeisenbank Pfaffenwinkel eG,GENODEF1PEI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-rast,Raiffeisenbank Rastede eG,GENODEF1RSE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-rehling,Raiffeisenbank Rehling eG,GENODEF1RLI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-ried,VR Bank Ried-Überwald eG,GENODE51RBU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-rupertiwinkel,Raiffeisenbank Rupertiwinkel eG,GENODEF1TEI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-schwabmuenchen,Raiffeisenbank Schwabmünchen-Stauden eG,GENODEF1SMU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-seenplatte,Raiffeisenbank Mecklenburger Seenplatte eG,GENODEF1WRN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-steingn,Raiffeisenbank Steingaden eG,GENODEF1SGA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-suedhardt,Raiffeisenbank Südhardt eG,GENODE61DUR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-ueda,Raiffeisenbank Ühlfeld-Dachsbach eG,GENODEF1DSB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-wallgau-kruen,Raiffeisenbank Wallgau-Krün eG,GENODEF1WAK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-welling,Raiffeisenbank Welling eG,GENODED1WLG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiba-westhausen,Raiffeisenbank Westhausen eG,GENODES1RWN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibacalw,Raiffeisenbank im Kreis Calw eG,GENODES1RCW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibadirekt,Raiffeisenbank Aichhalden-Hardt- Sulgen eG,GENODES1HAR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibahallertau,Raiffeisenbank Hallertau eG,GENODEF1RHT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibalauenburg,"Raiffeisenbank eG, Lauenburg",GENODEF1RLB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibamol,"Raiffeisenbank eG, Moormerland",GENODEF1MML,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibawesermarschsued,Raiffeisenbank Wesermarsch-Süd eG,GENODEF1BRN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raibawiesrmeer,Raiffeisenbank Wiesedermeer- Wiesede-Marcardsmoor eG,GENODEF1WWM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisen-privatbank,Raiffeisenbank Baiertal eG,GENODE61WIB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisen-volksbank-neustadt,Raiffeisen-Volksbank Neustadt eG,GENODEF1NST,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisen_at,Raiffeisen Bank Austria,RZBAATWWXXX,LIVE,AT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
raiffeisen_it_sandbox,Casa Centrale Raiffeisen dell Alto Adige Sandbox,,SANDBOX,IT,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
raiffeisenbank-bs,Raiffeisenbank Burgebrach-Stegaurach eG,GENODEF1BGB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-elztal,Raiffeisenbank eG Elztal,GENODE61ELZ,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-erlenbach,Raiffeisenbank Erlenbach eG,GENODES1ERL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-gmund,Raiffeisenbank Gmund am Tegernsee eG,GENODEF1GMU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-gruibingen,Raiffeisenbank Gruibingen eG,GENODES1RGR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-im-breisgau,Raiffeisenbank im Breisgau eG,GENODE61GUN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-kaiserstuhl,Raiffeisenbank Kaiserstuhl eG,GENODE61VOK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-kastellaun,Raiffeisenbank Kastellaun eG,GENODED1KSL,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-maitis,Raiffeisenbank Maitis eG,GENODES1RMA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-ottenbach,Raiffeisenbank Ottenbach eG,GENODES1OTT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-regensburg,Raiffeisenbank Regensburg-Wenzenbach eG,GENODEF1R02,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-rosenstein,Raiffeisenbank Rosenstein eG,GENODES1HEU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-simmerath,Raiffeisenbank Eifel eG,GENODED1SMR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-sinzing,Raiffeisenbank Sinzing eG,GENODEF1SZV,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-straubing,Raiffeisenbank Straubing eG,GENODEF1SR2,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-wangen,Raiffeisenbank Wangen eG,GENODES1RWA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbank-wyhl,Raiffeisenbank Wyhl eG,GENODE61WYH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
raiffeisenbankersingen,Raiffeisenbank Ersingen eG,GENODE61ERS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rautenschleinbank,Bankhaus Rautenschlein AG,GENODEF1RTS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-af,Raiffeisenbank Auerbach-Freihung eG,GENODEF1AUO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-ags,Raiffeisenbank Goldener Steig - Dreisessel eG,GENODEF1RGS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-ah,Raiffeisenbank Alteglofsheim-Hagelstadt eG,GENODEF1HGA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-allgaeuerland,Raiffeisenbank im Allgäuer Land eG,GENODEF1DTA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-altdorf-ergolding,Raiffeisenbank Landshuter Land eG,GENODEF1ERG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-alw,Raiffeisenbank Augsburger Land West eG,GENODEF1ZUS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-am-kulm,Raiffeisenbank am Kulm eG,GENODEF1SPK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-anger,Raiffeisenbank Anger eG,GENODEF1AGE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-arge,Raiffeisenbank Aresing-Gerolsbach eG,GENODEF1GSB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-arnstorf,Raiffeisenbank Arnstorf eG,GENODEF1ARF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-as,Raiffeisenbank Aschau-Samerberg eG,GENODEF1ASU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-bad-saulgau,Raiffeisenbank Bad Saulgau eG,GENODES1SAG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-baunatal,Raiffeisenbank eG Baunatal,GENODEF1BTA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-bechhofen,Raiffeisenbank Bechhofen eG,GENODEF1BEH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-berghuelen,Raiffeisenbank Berghülen eG,GENODES1BGH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-beuerberg,Raiffeisenbank Beuerberg-Eurasburg eG,GENODEF1EUR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-biebergrund-petersberg,Raiffeisenbank Biebergrund-Petersberg eG,GENODEF1PBG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-burgstaedt,Vereinigte Raiffeisenbank Burgstädt eG,GENODEF1BST,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-chamer-land,Raiffeisenbank Chamer Land eG,GENODEF1CHA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-chiemgau-nord,Raiffeisenbank Chiemgau-Nord-Obing eG,GENODEF1SBC,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-dietersheim,Raiffeisenbank Dietersheim und Umgebung eG,GENODEF1DIM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-eching,Raiffeisenbank Buch-Eching eG,GENODEF1EBV,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-eggenthal,Raiffeisenbank Baisweil-Eggenthal-Friesenried eG,GENODEF1EGB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-ehekirchen,Raiffeisenbank Ehekirchen-Oberhausen eG,GENODEF1WDF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-ehingen-hochstraess,VR-Bank Alb-Blau-Donau eG,GENODES1REH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-eifeltor,Raiffeisenbank MEHR eG,GENODED1KAI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-elln,Raiffeisenbank Eschlkam-Lam- Lohberg-Neukirchen b. Hl. Blut eG,GENODEF1NKN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-eschweiler,Raiffeisen-Bank Eschweiler eG,GENODED1RSC,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-frankenhardt-stimpfach,Raiffeisenbank Frankenhardt-Stimpfach eG,GENODES1RFS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-frs,Raiffeisenbank Fränkische Schweiz eG,GENODEF1HWA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-fuldaerland,"Raiffeisenbank im Fuldaer Land eG ",GENODEF1GLU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-geiselhoering,Raiffeisenbank Geiselhöring-Pfaffenberg eG,GENODEF1GPF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-grabfeld,Raiffeisenbank im Grabfeld eG,GENODEF1SLZ,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-graevenwiesbach,Raiffeisenbank Grävenwiesbach eG,GENODE51GWB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-grainet,Raiffeisenbank Grainet eG,GENODEF1GRT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-gymnich,Raiffeisenbank Gymnich eG,GENODED1EGY,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hardt-bruhrain,Raiffeisenbank Hardt-Bruhrain eG,GENODE61DET,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hessennord,Raiffeisenbank HessenNord eG,GENODEF1WOH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hfw,Raiffeisenbank Hochfranken West eG,GENODEF1SZF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hirschau,Raiffeisenbank Hirschau eG,GENODEF1HSC,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hl,Raiffeisenbank Hohenloher Land eG,GENODES1IBR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-holzkirchen-otterfing,Raiffeisenbank Holzkirchen-Otterfing eG,GENODEF1HZO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-hs,Raiffeisenbank Hengersberg-Schöllnach eG,GENODEF1HBW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-ichenhausen,Raiffeisenbank Ichenhausen eG,GENODEF1ICH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-idt,Raiffeisenbank im Donautal eG,GENODEF1GAH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-kieselbronn,Raiffeisenbank Kieselbronn eG,GENODE61KBR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-kirchweihtal,Raiffeisenbank Kirchweihtal eG,GENODEF1OKI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-kirtorf,Raiffeisenbank Kirtorf eG,GENODE51KIF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-koetzting,Raiffeisenbank Bad Kötzting eG,GENODEF1KTZ,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-lauf,Raiffeisen Spar+Kreditbank eG,GENODEF1LAU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-lorup,Raiffeisenbank Lorup eG,GENODEF1LRU,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-massbach,"Raiffeisenbank eG, Rannungen",GENODEF1RNM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-mittelschwaben,Raiffeisenbank Mittelschwaben eG,GENODEF1BBT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-munchen,Raiffeisenbank München-Süd eG,GENODEF1M03,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-nahe,Raiffeisenbank Nahe eG,GENODED1FIN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-nire-alb,Raiffeisenbank Niedere Alb eG,GENODES1RBA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-nordkreis,Raiffeisenbank Lechrain eG,GENODEF1ELB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-nr,Raiffeisenbank Neumarkt- St. Veit - Reischach eG,GENODEF1RWZ,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-oberaudorf,Raiffeisenbank Oberaudorf eG,GENODEF1OBD,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
